REGION,DIVISION,STATEFP,STATENS,GEOID,GEOIDFQ,STUSPS,NAME,LSAD,MTFCC,FUNCSTAT,ALAND,AWATER,INTPTLAT,INTPTLON,RegionID,SizeRank,RegionType,StateName,31/01/2009,28/02/2009,31/03/2009,30/04/2009,31/05/2009,30/06/2009,31/07/2009,31/08/2009,30/09/2009,31/10/2009,30/11/2009,31/12/2009,31/01/2010,28/02/2010,31/03/2010,30/04/2010,31/05/2010,30/06/2010,31/07/2010,31/08/2010,30/09/2010,31/10/2010,30/11/2010,31/12/2010,31/01/2011,28/02/2011,31/03/2011,30/04/2011,31/05/2011,30/06/2011,31/07/2011,31/08/2011,30/09/2011,31/10/2011,30/11/2011,31/12/2011,31/01/2012,29/02/2012,31/03/2012,30/04/2012,31/05/2012,30/06/2012,31/07/2012,31/08/2012,30/09/2012,31/10/2012,30/11/2012,31/12/2012,31/01/2013,28/02/2013,31/03/2013,30/04/2013,31/05/2013,30/06/2013,31/07/2013,31/08/2013,30/09/2013,31/10/2013,30/11/2013,31/12/2013,31/01/2014,28/02/2014,31/03/2014,30/04/2014,31/05/2014,30/06/2014,31/07/2014,31/08/2014,30/09/2014,31/10/2014,30/11/2014,31/12/2014,31/01/2015,28/02/2015,31/03/2015,30/04/2015,31/05/2015,30/06/2015,31/07/2015,31/08/2015,30/09/2015,31/10/2015,30/11/2015,31/12/2015,31/01/2016,29/02/2016,31/03/2016,30/04/2016,31/05/2016,30/06/2016,31/07/2016,31/08/2016,30/09/2016,31/10/2016,30/11/2016,31/12/2016,31/01/2017,28/02/2017,31/03/2017,30/04/2017,31/05/2017,30/06/2017,31/07/2017,31/08/2017,30/09/2017,31/10/2017,30/11/2017,31/12/2017,31/01/2018,28/02/2018,31/03/2018,30/04/2018,31/05/2018,30/06/2018,31/07/2018,31/08/2018,30/09/2018,31/10/2018,30/11/2018,31/12/2018,31/01/2019,28/02/2019,31/03/2019,30/04/2019,31/05/2019,30/06/2019,31/07/2019,31/08/2019,30/09/2019,31/10/2019,30/11/2019,31/12/2019,31/01/2020,29/02/2020,31/03/2020,30/04/2020,31/05/2020,30/06/2020,31/07/2020,31/08/2020,30/09/2020,31/10/2020,30/11/2020,31/12/2020,31/01/2021,28/02/2021,31/03/2021,30/04/2021,31/05/2021,30/06/2021,31/07/2021,31/08/2021,30/09/2021,31/10/2021,30/11/2021,31/12/2021,31/01/2022,28/02/2022,31/03/2022,30/04/2022,31/05/2022,30/06/2022,31/07/2022,31/08/2022,30/09/2022,31/10/2022,30/11/2022,31/12/2022,31/01/2023,28/02/2023,31/03/2023,30/04/2023,31/05/2023,30/06/2023,31/07/2023,31/08/2023,30/09/2023,31/10/2023,30/11/2023,31/12/2023,31/01/2024,29/02/2024,31/03/2024,30/04/2024,31/05/2024,30/06/2024,31/07/2024,31/08/2024,30/09/2024,31/10/2024,30/11/2024,31/12/2024,31/01/2025,28/02/2025
3,7,22,1629543,22,0400000US22,LA,Louisiana,0,G4000,A,1.12E+11,23721187320,30.8634368,-91.7987173,25,24,state,,89360.54668,89223.90471,89250.10143,89469.87307,89598.27404,89596.19808,89419.07173,89193.38688,88991.0251,88833.23494,88745.50778,88522.70345,88657.98141,88935.26446,89429.49932,89549.00495,89524.67894,89451.99837,89274.42227,89028.86097,88748.33084,88522.70923,88190.12933,87635.55506,86930.66203,86371.07379,86017.04106,85803.78506,85611.90212,85419.39125,85150.06697,84875.10877,84592.94516,84454.15169,84246.38791,83869.99214,83438.15035,83255.49462,83319.59462,83347.2775,83448.25701,83787.46307,84218.84071,84378.02788,84350.50807,84195.96486,84125.94177,83952.3868,84073.51985,84038.9575,84245.61939,84582.04041,84983.33367,85398.58626,85392.04384,85504.2149,85612.10255,86093.79116,86523.05446,86641.05032,86510.68687,86374.10747,86433.86056,86688.75316,87120.58141,87602.7361,88105.95596,88461.99163,88760.91057,88971.12349,89323.492,89728.2582,90130.06028,90428.2047,90716.7562,91133.41087,91708.7008,92081.87839,92280.26893,92330.68758,92535.40403,92979.534,93333.70318,93839.2127,94283.79822,94854.28687,95197.41364,95610.79205,96024.46155,96624.80721,96924.93294,97150.9598,97227.79384,97419.25384,97560.9844,97656.02857,97541.41671,97420.73635,97327.42347,97330.53573,97215.76173,97005.68746,96976.73251,97261.25563,97764.72697,98226.90022,98527.77515,98918.12624,99381.36722,99826.11156,100147.8062,100243.6994,100302.6267,100213.079,100531.457,101041.744,101609.4076,101732.0193,101763.6045,101950.7587,102309.6677,102864.3594,103496.6594,104130.7387,104600.1042,104848.4179,105183.6057,105425.4398,105576.7156,105584.3382,105874.9002,106524.7468,107715.4739,108735.7798,109410.7512,109808.8054,109889.3294,109703.9682,109334.1184,109521.7106,110504.9542,111731.0576,112892.6207,113724.1475,114277.8226,115027.7032,116046.9533,117119.3792,117925.6977,118689.5143,119325.6167,119758.1877,119986.0907,120513.7878,121386.6438,122314.0212,123328.4255,124296.7703,125522.8845,126615.5478,127523.6165,128437.1414,129221.177,129645.9008,129489.6944,129258.5373,129225.4674,129297.5141,129190.8325,129024.2642,129083.4018,129416.3762,129912.2905,130085.1768,129940.7151,129369.7231,128819.5823,128411.7507,128223.8137,127923.9068,127378.5395,127091.6929,127209.0726,127747.8988,128284.7688,128526.7197,128541.994,128220.9137,127748.2535,127482.0935,127592.7541,128142.7177,128623.5356,128915.0138
3,5,13,1705317,13,0400000US13,GA,Georgia,0,G4000,A,1.49E+11,4419673221,32.6295789,-83.4235109,16,7,state,,90640.96126,89577.65913,88639.30371,87785.06744,86872.6939,85997.88159,85198.39725,84407.08187,83658.13292,82966.02981,82435.69833,82014.29919,81438.73856,80833.04808,80238.41422,79950.97094,79670.21669,79270.69204,78596.79336,77815.70596,76827.69594,75893.85939,74950.01523,74116.16936,73259.1588,72489.06482,71735.38106,70868.56569,69817.34702,68735.12353,67814.76137,67162.39011,66730.10249,66366.96941,66053.09409,65618.54999,65286.96193,65004.44072,64963.11866,64959.63568,65049.31756,65208.88744,65476.01504,65514.50328,65554.73731,65444.81405,65497.36408,65557.59016,65819.09606,66196.52436,66810.75319,67595.06137,68659.00256,69810.46341,70923.12929,71970.55434,72915.88111,73923.54142,74743.86955,75565.43345,76244.04963,77010.9346,77796.26658,78770.56831,79819.06319,80686.71724,81433.38195,81977.24618,82445.23174,82761.22514,83171.56442,83680.7691,84134.53223,84604.06141,85167.72941,85901.61379,86670.18115,87424.37836,88303.92922,89216.54231,90119.02731,90952.36313,91626.95736,92320.08918,93059.24479,93873.16032,94454.2875,95025.43888,95566.94274,96297.92563,96768.97082,97197.76115,97577.53699,98157.30117,98880.76381,99672.71079,100441.1177,101253.0483,102083.6092,102929.6618,103642.7358,104327.7564,105266.7646,106335.4438,107516.2878,108619.68,109780.1885,111009.8335,112228.6637,113461.2807,114778.7816,115995.6728,117209.562,118166.5337,119268.3773,120419.5496,121808.6929,123147.6236,124510.5638,125818.7482,127062.4623,128092.639,128931.4578,129546.9939,130106.9811,130667.2492,131270.944,131958.6804,132537.5678,133304.1213,134151.3521,135173.8891,136532.4011,138016.8487,139529.9284,140657.6519,141224.8587,141383.5482,141550.5134,142401.2927,144152.9734,146496.0789,149123.9849,151729.0079,154264.3034,156988.2425,160012.4982,163203.679,166521.4753,169927.3082,172754.545,174769.2824,176101.6181,177807.4742,180133.9279,182871.5913,186760.6879,191356.3162,196369.3395,200845.7356,204702.7201,208289.3529,210785.7607,212114.3315,212425.1787,212550.0614,212665.6189,212486.8006,211784.8002,211139.5488,211289.1721,212477.6485,214127.423,215712.1012,217112.3161,218589.3897,220008.8386,221284.763,222258.7586,222824.4982,223234.3788,223825.9666,224982.2803,226377.2232,227401.1963,227785.75,227735.3949,227614.7467,227163.0823,226483.1078,225561.447,225049.0857,224577.5028,224145.988
3,6,1,1779775,1,0400000US01,AL,Alabama,0,G4000,A,1.31E+11,4582326383,32.7395785,-86.8434469,4,23,state,,81802.79186,81205.87632,80575.45105,79801.31247,79058.23378,78393.59083,77823.39314,77337.31345,76927.61808,76641.08985,76409.88009,76269.95373,76236.1419,76279.0073,76082.95781,75691.1385,75111.97517,74476.33303,73713.14325,72924.63247,72217.24342,71671.92025,71095.7136,70426.01351,69683.79157,69119.18598,68772.77813,68535.10927,68245.39939,67932.28725,67668.39806,67437.29426,67195.07965,66852.2008,66416.58892,66054.37064,65877.47591,65889.46317,66016.06301,66209.54229,66658.7747,67361.81056,68253.40488,68870.14322,69488.1534,69884.63072,70327.2498,70527.72284,70532.28081,70434.43849,70375.5898,70518.12016,70790.70156,71095.09331,71253.29057,71440.8001,71657.57431,72096.32444,72442.59134,72718.25195,72753.05256,72748.08064,72739.0429,73017.26577,73439.10031,73800.2204,74113.88434,74303.71775,74440.7643,74308.39113,74240.16151,74205.43737,74137.31825,73982.646,73920.84461,74188.44461,74611.96044,74998.32273,75253.05711,75420.27704,75549.77448,75785.26147,76025.07359,76372.49285,76756.55292,77179.85038,77420.69994,77700.1166,77965.01845,78351.69282,78416.14413,78459.44784,78491.95983,78738.77904,79070.73989,79373.76775,79616.46966,79762.2552,79968.55458,80120.74477,80206.51853,80155.77526,80362.02103,80814.73252,81427.00303,81943.94469,82334.68563,82702.61693,83099.07994,83547.43347,84155.41012,84720.21837,85225.28789,85563.03063,86075.5814,86664.15084,87237.04251,87627.30265,88073.17894,88631.76595,89211.67501,89736.44451,90293.70634,90695.2567,91023.1853,91322.88654,91763.6482,92249.93596,92601.38723,93038.44973,93659.67995,94442.32862,95328.59162,96153.01722,97099.09291,98242.36626,99217.80528,99853.75022,100161.0371,100833.2064,102155.1625,103942.2501,105908.4297,107678.8866,109194.522,110764.8171,112563.8999,114476.3415,116343.6057,118270.5658,120072.0714,121622.6508,122785.3786,124054.2016,125573.1552,127074.0813,128608.6455,130135.4219,131816.7402,133563.7673,135141.5628,136999.8272,138444.1154,139514.6344,140005.4523,140409.8474,140779.426,140959.4622,141090.7766,141378.4479,142029.0169,143141.1816,144451.102,145614.8241,146362.4143,146620.0492,146670.6377,146605.9776,146704.5446,146785.9132,146887.0326,147196.0908,147897.4001,148790.2172,149455.0934,149723.6553,149724.7766,149667.7479,149459.2482,149334.8582,149223.4064,149458.202,149683.7813,149872.9691
4,8,49,1455989,49,0400000US49,UT,Utah,0,G4000,A,2.14E+11,5963196691,39.3349925,-111.6563326,55,30,state,,162817.9547,161124.9841,159242.827,157935.5313,156667.0153,155566.2012,154518.6343,153509.5198,152526.3091,151548.0367,150880.3104,150404.619,149996.7416,149673.7428,149393.3716,149171.8448,148932.8218,148126.6651,146901.3831,145156.967,143707.5318,142416.2108,141096.7947,139567.765,137928.841,136360.2997,135135.3816,134096.3885,133200.2048,132200.8444,131302.1088,130772.5396,130043.714,129289.224,128415.2291,128020.7997,127706.2014,127569.5728,127632.5872,127950.7748,128530.0401,129157.3289,129919.0541,130552.2606,131336.8657,132200.0582,133342.1071,134580.9179,135903.4347,137140.4538,138429.4757,139902.9666,141674.4219,143467.5574,145104.6381,146501.7351,147737.2069,148871.7673,149838.6512,150662.4906,151411.152,152122.3965,152807.4802,153368.1897,153963.4526,154326.2633,154677.7003,155019.2789,155461.9854,155825.3591,156254.8205,156874.649,157715.9269,158523.5157,159378.2054,160312.236,161345.6422,162445.6894,163690.6671,165330.713,167112.0643,169007.7656,170677.3866,172387.0902,174061.3968,175600.7921,176853.4372,178213.7548,179666.4201,181423.5075,182918.0335,184329.2675,185549.1411,186758.8433,188018.5175,189312.0784,190773.3929,192434.7405,194494.9564,196738.9261,198932.8355,201087.9253,203113.2325,205192.9467,207175.5827,209067.4395,210938.6237,212896.5431,214943.292,216958.2968,219062.6434,221019.7447,222938.7042,224722.0551,227085.0254,229496.8522,231756.9367,233471.3786,235133.8749,236513.9853,238324.4503,240345.0994,242572.0081,244232.0739,245311.6768,246085.7344,246880.4008,247861.828,249066.9252,250498.891,252365.4322,254526.2712,257146.5535,259832.68,262656.74,265036.6622,266486.7282,267246.1694,268117.721,270149.7663,273669.5006,278083.3892,283168.0764,288144.3811,293170.0743,298646.7157,304974.2238,312117.3582,320099.7542,328673.6336,336955.529,343809.4473,348840.9849,352720.4342,356476.0065,360677.3329,366497.6281,373851.6455,382751.2524,391463.9716,398864.7282,403436.4455,403820.8282,400562.1986,395463.1553,391078.4393,387397.1151,384170.2602,381255.5531,378925.656,377113.1914,375896.5455,375398.6373,376188.0571,377462.4727,378900.63,379738.7829,381075.8622,382074.8275,382368.5853,381719.1617,381249.6523,381678.2573,382195.2013,382438.6541,381711.4317,380681.3471,379609.4556,379363.199,379724.9408,380646.8559,381916.2402,383202.2993,384104.5589
2,3,39,1085497,39,0400000US39,OH,Ohio,0,G4000,A,1.06E+11,10274524796,40.4149297,-82.7119975,44,6,state,,77515.7935,76944.25936,76429.42912,76045.25655,75746.43927,75456.62798,75138.99103,74816.86265,74513.3839,74289.43314,74068.24309,73890.86905,73699.11682,73601.73408,73493.49847,73436.88596,73370.25347,73301.05488,73108.04018,72814.82601,72438.11233,72024.22415,71548.45834,71016.34756,70506.05091,70019.97033,69618.1604,69194.06507,68771.45754,68375.01623,68076.94093,67836.07391,67594.36147,67335.8076,67078.31577,66839.78144,66545.15455,66352.92003,66262.65084,66286.43894,66350.16654,66368.36299,66408.26014,66312.47862,66331.81381,66283.05578,66229.17161,66051.81619,65948.66982,65887.17505,66015.97859,66323.04583,66879.70963,67425.37152,67847.66327,68193.48081,68484.76836,68821.61658,68895.08975,68926.90397,68736.17727,68665.14615,68578.77292,68809.64971,69298.88826,69863.52332,70367.63634,70643.09637,70771.74611,70717.63698,70695.29456,70808.42849,70960.92305,71093.89109,71266.37794,71589.46867,72073.94742,72550.81811,73033.37316,73509.90091,73973.25906,74394.0524,74595.33311,74833.97716,75156.12223,75593.23063,75780.26429,75868.48188,75923.33288,76228.46881,76443.612,76701.20344,76907.34337,77255.45782,77681.11345,78200.46794,78728.084,79190.58534,79557.91709,79888.36647,80185.11505,80513.99031,80953.23467,81481.1816,82024.88257,82580.04549,83161.34686,83724.31981,84180.54794,84613.81742,85318.19232,86120.6994,86885.24108,87363.5838,87902.65261,88510.64396,89189.38945,89734.71544,90331.10512,90962.86728,91753.04554,92718.01432,93807.03831,94687.34375,95278.60135,95682.9565,96086.31971,96432.62958,96745.43979,97199.95036,97915.66235,98716.21975,99660.63204,100518.5164,101377.7984,102185.3353,102718.7671,102978.7719,103157.025,103880.7797,105360.7844,107299.7959,109429.3724,111365.3057,112994.2772,114549.0767,116203.2708,117905.9216,119555.1901,121239.1282,122401.1038,122831.3565,122516.0072,122470.8763,122858.78,123580.5209,124924.1314,126821.6,128930.9116,130809.762,132289.6736,133833.4532,134870.3476,135377.2109,135408.3393,135549.2977,135818.9283,135976.3644,135708.9349,135588.3775,135968.0538,137041.8908,138498.3095,140063.3914,141612.757,142988.3807,144121.4301,145051.4934,145890.3254,146507.6307,147013.2151,147731.8919,148967.2475,150451.9706,151660.0576,152447.8095,152936.2118,153351.4465,153651.3826,154044.4227,154482.1662,155261.2702,155981.6267,156606.9997
3,7,48,1779801,48,0400000US48,TX,Texas,0,G4000,A,6.77E+11,18982083586,31.4347032,-99.2818238,54,1,state,,78216.61896,77883.34568,77606.00572,77546.78196,77512.1669,77483.17041,77439.06562,77275.90387,77094.67425,76890.4391,76850.71642,76875.50985,76804.31485,76657.48149,76487.6135,76457.59096,76482.55229,76464.22234,76289.96732,75995.16961,75631.64054,75273.52436,74858.51811,74498.70819,74070.4434,73656.93041,73174.784,72780.97863,72439.10827,72188.77723,72050.19099,71967.26403,71902.21487,71789.93213,71615.51267,71420.84235,71268.82428,71287.98275,71366.51018,71432.45615,71506.3268,71701.03165,72081.92598,72363.35285,72537.74607,72488.08232,72388.33941,72316.98608,72447.41227,72752.97034,73171.10112,73589.04913,74071.04108,74627.63806,75103.77248,75550.32294,75836.49607,76251.5927,76657.15342,77194.73237,77751.2631,78291.36966,78834.63857,79460.91698,80283.07002,81105.23202,81945.4395,82548.59886,82956.75644,83163.37042,83571.16883,84234.69542,84981.16108,85818.03512,86623.85191,87468.78489,88211.37799,88947.14877,89752.83984,90602.62375,91407.43365,92140.34781,92668.14998,93282.51471,94052.50965,95024.80297,95754.72302,96393.42497,96991.91906,97816.48647,98540.00965,99223.40359,99901.21062,100659.9129,101667.477,102668.0843,103728.5992,104590.9678,105391.2728,106179.7096,106861.0618,107491.1169,108127.3365,108868.2982,109684.9511,110449.2657,111248.7906,112086.5041,113002.0674,114012.3614,115323.5045,116619.9768,117826.018,118734.3658,119633.0849,120519.2612,121449.4464,122286.3157,123113.3909,123900.504,124504.23,124875.7375,125224.3959,125579.3727,126154.0659,126721.5851,127336.7944,127897.5166,128492.0279,129290.2234,130190.2543,131117.2751,132159.2505,133275.0366,134386.0335,135197.9974,135494.7582,135501.748,135693.9644,136480.674,137884.0804,139621.708,141587.8402,143504.0348,145299.1734,147175.1584,149303.1273,151663.1705,154127.3147,156578.3397,158449.7497,159498.4816,160017.6822,160849.6886,162336.2917,164137.7107,166769.0672,169868.167,173524.5135,176992.0071,180164.8914,183027.39,185098.7755,186175.4803,186486.2672,186762.1196,187084.7111,186984.6155,186198.6097,185239.0235,184713.1899,184849.8381,185372.8373,186099.2002,186492.1312,186822.7069,186763.9267,186693.5396,186484.5366,186184.0068,186105.057,186278.6095,186909.7345,187606.6504,187914.8842,187758.6964,187106.5214,186346.3402,185472.161,184682.8467,183990.6625,183612.3272,183296.9216,183059.7441
4,8,8,1779779,8,0400000US08,CO,Colorado,0,G4000,A,2.68E+11,1185758065,38.9937669,-105.5087122,10,20,state,,157423.326,156988.8253,156598.4077,156401.8688,156208.9548,156014.6041,155691.6773,155333.2392,155043.2339,154853.1906,154878.0256,155024.9989,155453.6458,155866.7998,156205.3522,156243.3386,155956.977,155417.0688,154682.6144,153893.3503,153081.292,152306.6237,151583.6914,150891.9693,150251.923,149692.5935,149112.6017,148525.5366,147692.3084,146894.8499,146135.0801,145627.0049,145343.3326,145160.5092,145096.4856,145038.413,145115.7265,145239.2271,145427.9352,145546.6954,145867.5765,146524.4266,147622.1894,148929.6251,150505.817,152057.6191,153519.7955,154778.361,155985.8861,157098.7257,157958.4718,158881.3822,159980.6633,161295.6016,162684.5789,164157.072,165699.9561,167266.1826,168638.0162,169950.1453,170986.2311,172033.4098,172939.1371,174061.3122,175350.5946,176777.4144,178291.3148,179814.6735,181495.9663,183310.228,185327.5802,187622.4935,190016.9125,192540.9976,194865.8005,197236.2926,199582.2839,202020.3708,204592.2864,207408.9185,210341.4749,213220.3356,215862.576,218473.1227,221010.0493,223520.9629,225998.4639,228713.0124,231373.7596,233990.9404,236195.5272,238148.1181,240037.3186,242087.4312,244521.3292,247084.2785,249471.2564,251917.9168,254359.587,257010.1692,259361.3169,261393.4824,263034.2323,264448.6677,265883.8351,267509.3264,269482.8827,271769.7865,274165.8649,276490.68,278810.0283,280890.9313,282969.6634,284642.2009,286515.8938,288194.2457,289766.4716,290958.5338,291939.0176,293048.9706,294423.3889,296171.5983,298019.6014,299524.5114,300425.4887,300929.6973,301258.4854,301637.079,301964.469,302596.4632,303728.2375,305194.9372,307470.0477,310183.9445,313332.9058,315961.8479,317145.0607,317065.506,316540.9771,316984.6322,318920.5991,321898.7762,325584.6227,329432.7395,333026.9497,337062.3789,341904.6195,347778.381,354328.3152,361245.9344,367365.7445,371828.6438,374576.4681,377196.8932,380573.4493,384641.8342,390190.6523,397157.4498,405947.8827,414656.959,422284.707,427399.5799,428947.179,427121.867,423578.0721,420592.529,418365.3701,416256.9875,413687.1042,411160.0667,409143.2397,408229.0133,408356.6202,409611.3965,411225.7565,412948.7068,414147.5473,414749.9449,414800.1194,414361.9588,413893.8145,413627.1777,413808.6549,414126.1852,413886.1337,412866.5784,411902.9157,411413.2655,411521.2363,411466.4799,411282.9588,411158.8319,410767.3226,409681.818
3,5,45,1779799,45,0400000US45,SC,South Carolina,0,G4000,A,77866000436,5074443652,33.8741776,-80.8542639,51,22,state,,102800.1987,101817.5172,100950.7703,100234.3131,99526.85471,98660.54807,97848.36578,97185.20324,96614.61124,96103.89409,95756.22889,95606.99434,95496.1036,95281.3933,94972.27814,94771.19549,94654.62247,94472.40701,94090.96486,93583.14862,92898.6152,92177.75358,91470.94288,90701.7484,89837.73524,88889.86997,88220.82965,87655.95455,87153.7809,86608.41534,86164.12359,85819.80105,85565.41735,85368.65488,85127.84178,84998.43224,84920.78618,85121.28115,85369.84333,85652.21148,85886.26249,86015.71042,86124.77653,86058.13118,86097.96146,86104.22254,86124.78729,86019.95185,85883.77939,85793.85135,85841.54019,86083.03322,86490.10253,86964.8117,87268.29847,87513.8999,87689.4092,88093.46428,88419.09703,88788.74294,88994.17227,89278.77094,89480.30155,89830.64567,90224.12132,90654.22715,91072.74152,91289.03429,91451.25852,91419.38591,91607.70134,91864.72279,92168.08748,92436.20244,92799.66838,93308.8786,93969.07387,94625.93812,95301.20627,95943.69785,96522.166,97200.56024,97738.03706,98377.48146,99025.56698,99697.8967,100053.7763,100312.6624,100512.9152,100951.7421,101290.4047,101753.1399,102295.0697,103055.7642,103833.3944,104473.9546,104917.3869,105314.0753,105742.2099,106363.117,106858.0694,107343.1542,107848.2101,108517.7974,109311.4915,110052.2464,110836.174,111588.5421,112360.5593,113157.8863,114086.6117,114873.8156,115544.9014,116029.0409,116715.8212,117602.1514,118602.6779,119420.437,120177.2049,120864.4761,121675.1102,122458.574,123228.9574,123815.2177,124344.5057,124935.8621,125480.6582,125957.6606,126296.4476,126811.2221,127577.6613,128412.7929,129402.1274,130216.9431,131118.4866,131990.9727,132743.9104,133236.7675,133621.6782,134360.0652,135774.9348,137677.9701,139788.8272,141741.3254,143440.9176,145228.015,147265.384,149403.7361,151787.819,154511.6644,157269.3213,159551.7616,161258.7061,163029.5169,165088.1133,167296.8342,170079.3493,173334.7879,177168.8598,181243.7623,185409.7617,189724.3603,193076.6322,195219.3908,195945.1183,196409.6785,196874.54,197308.1184,197321.3567,197296.8848,197580.2561,198579.7552,199970.2269,201712.836,203241.3099,204634.1438,205695.6339,206568.9217,207258.4281,207646.8474,207908.2458,208293.28,209073.2873,210012.598,210691.2098,210856.1959,210699.8061,210323.308,209697.8324,209028.4199,208341.1443,208165.3286,208144.1828,208177.6764
3,7,40,1102857,40,0400000US40,OK,Oklahoma,0,G4000,A,1.78E+11,3373395450,35.5900815,-97.4867789,45,27,state,,52047.17628,51657.07525,51247.86472,50921.82612,50866.93319,50898.58587,50951.94453,50993.23092,51019.97531,50993.4598,51046.66521,51121.82423,51217.79994,51204.73805,51204.31737,51281.48861,51474.80147,51588.15597,51589.23024,51504.15155,51392.6358,51193.61992,50842.24035,50485.03161,50131.84988,49939.57801,49840.35534,49834.69254,49822.6722,49743.19496,49705.26929,49705.39247,49735.07219,49581.02496,49358.96381,49124.30401,48997.92498,48943.64596,48886.08843,48723.77595,48613.0815,48527.73735,48676.41156,48736.46986,48880.56651,48911.60163,49110.45065,49223.42562,49341.69409,49261.21538,49282.73689,49350.53697,49335.67954,49320.34603,49240.58028,49453.44432,49658.48562,50139.28654,50602.74043,51072.54741,51264.7086,51306.54842,51219.95071,51244.12545,51380.72365,51631.49336,51943.38053,52215.28587,52438.21881,52647.39767,52932.25847,53289.51721,53536.74618,53627.94996,53768.43663,54034.49344,54365.58659,54460.44878,54465.08908,54405.88041,54552.37454,54705.61883,54748.48337,54645.63936,54607.47953,54845.02002,55224.48046,55720.86089,56175.29247,56650.68854,56899.3445,57050.99798,57053.50251,57131.63897,57142.31091,57039.65437,56919.26313,56933.06977,57068.11788,57164.16418,57229.96471,57346.39293,57561.53621,57838.06001,58173.40277,58612.93849,59075.34997,59593.1477,60103.47291,60529.08257,60879.19453,61180.98193,61335.75708,61244.2111,61194.15664,61282.88019,61547.69945,61670.47364,61932.03908,62259.02736,62588.90164,62964.28906,63458.41585,64020.86374,64503.82697,64914.11309,65304.55414,65542.30099,65617.22888,65717.18211,66012.22007,66578.1444,67391.2126,68135.60094,68693.83269,69090.33871,69189.48137,69161.9664,69106.35785,69613.61647,70706.15275,72104.71678,73681.59296,75109.13421,76306.20237,77407.04486,78536.48295,79754.27884,80950.49386,82240.35454,82932.50984,83160.93161,82841.91645,83152.82361,83969.29701,85073.40018,86460.27849,87865.67439,89483.59311,90693.47199,91741.29707,92760.20831,93870.26372,94667.91476,95256.51074,95795.91948,96419.02849,96743.61976,96561.96815,96260.86571,96418.29273,97269.33724,98351.59237,99153.46354,99470.78164,99533.61696,99602.02675,99846.04206,100472.8338,101069.0743,101460.6542,101658.1788,102042.5163,102781.8156,103588.9813,104324.8792,104870.2046,105313.2201,105410.5672,105444.0302,105341.1757,105564.7357,105634.6917,105588.1355
3,6,47,1325873,47,0400000US47,TN,Tennessee,0,G4000,A,1.07E+11,2322248149,35.85846,-86.3496339,53,15,state,,88912.42681,88586.04219,88244.21264,87792.09751,87259.88199,86738.06667,86246.70821,85858.08092,85582.64612,85385.96951,85215.5588,85062.27236,84958.98836,84841.77863,84741.57571,84657.81621,84571.04974,84465.13124,84231.80227,83925.37672,83467.4011,82946.60912,82384.56352,81828.02625,81175.83537,80606.70647,80090.12133,79773.18769,79459.3724,79152.31047,78780.05135,78416.62783,78074.74209,77740.94715,77422.9834,77125.90036,76932.95576,76889.39173,77023.51245,77227.86233,77427.85459,77564.18992,77818.25042,77885.70737,78063.0528,77955.50929,77812.62365,77428.11043,77150.23731,77068.62222,77317.72689,77811.39594,78457.90312,78990.18881,79336.76852,79652.68969,80015.46573,80588.09699,81104.38767,81660.39091,81986.80346,82268.44817,82462.02985,82971.33885,83739.01967,84462.11965,85027.68383,85270.05157,85447.21658,85450.98683,85673.79869,86125.64592,86749.39735,87377.47514,87936.50629,88492.99722,89115.10951,89734.73266,90416.81278,91107.45726,91915.4513,92826.05422,93663.67275,94494.69085,95317.69888,96174.01482,96805.54397,97365.47699,97820.96279,98462.13435,99045.28828,99808.77915,100622.5751,101636.4749,102775.7871,103932.284,104983.5958,105844.3529,106677.6168,107516.2955,108330.4575,109030.874,109827.8851,110734.942,111812.6239,112921.0462,114062.1921,115170.4689,116293.7747,117381.96,118597.2068,119620.0528,120534.6839,121235.164,122149.6817,123139.5691,124164.0333,125025.8633,125835.1649,126675.9605,127311.8824,127859.0071,128241.6162,128545.1754,128828.4491,129308.4199,129914.3629,130643.6236,131271.1925,132102.0875,133096.4126,134241.6921,135865.855,137543.5979,139147.406,140218.2946,140820.0496,141195.3305,141678.2349,142636.6713,144351.0914,146551.2781,149070.6561,151469.188,153768.1929,156187.1051,158859.3617,161693.1981,164845.509,168402.3562,171790.2258,174355.6495,176086.4834,177832.3558,180158.3745,182952.9965,186619.0135,191171.5631,196118.6819,201157.7458,205409.1775,209420.1991,212187.9429,213752.083,214155.9036,214144.7287,214150.3197,214029.1446,213616.1739,213631.9493,214372.4789,216100.5504,218006.0344,220014.2149,221631.8065,223170.4108,224388.0052,225489.481,226377.5576,226967.2602,227455.7094,228216.7286,229532.4144,230996.0077,232145.5078,232618.2026,232677.7524,232453.2672,232013.3175,231643.0507,231480.0481,231878.655,232426.625,232824.2105
